snippet_id,repository,repository_url,commit_sha,commit_url,source_file,pandas_code,polars_code,migration_diff,snippet_note,pandas_api_labels,polars_api_labels,migration_categories,category_core_dataframe_transformations,category_index_and_row_semantics,category_aggregation_and_combination,category_io_boundaries,category_types_schemas_temporal,category_udf_and_custom_logic,category_lazy_execution,category_missing_and_null_semantics,category_import_and_setup_only,category_reshaping,category_other_manual,migration_pattern_note,evaluation_valid,evaluation_status,evaluation_audit_evidence,evaluation_audit_action
7e55b00b_sample_empty_df,YuriNakayama__cate,https://github.com/YuriNakayama/cate,7e55b00bbfcb2310701839dade699c9ef6a87c93,https://github.com/YuriNakayama/cate/commit/7e55b00bbfcb2310701839dade699c9ef6a87c93,cate__dataset.py,"import pandas as pd

def sample(
    ds: Dataset, n: int | None = None, frac: float | None = None, random_state: int = 42
) -> Dataset:
    if n == 0 or frac == 0:
        return Dataset(
            pd.DataFrame(columns=ds.to_pandas().columns),
            ds.x_columns,
            ds.y_columns,
            ds.w_columns,
        )

    df = ds.to_pandas().sample(n=n, frac=frac, random_state=random_state)
    return Dataset(df, ds.x_columns, ds.y_columns, ds.w_columns)
","import polars as pl

def sample(
    ds: Dataset, n: int | None = None, frac: float | None = None, random_state: int = 42
) -> Dataset:
    if n == 0 or frac == 0:
        _df = ds.to_frame()
        return Dataset(
            pl.DataFrame(schema=_df.schema),
            ds.x_columns,
            ds.y_columns,
            ds.w_columns,
        )

    df = ds.to_frame().sample(n=n, fraction=frac, seed=random_state)
    return Dataset(df, ds.x_columns, ds.y_columns, ds.w_columns)
","--- 7e55b00b_sample_empty_df_before.py
+++ 7e55b00b_sample_empty_df_after.py
@@ -1,15 +1,16 @@
-import pandas as pd
+import polars as pl
 
 def sample(
     ds: Dataset, n: int | None = None, frac: float | None = None, random_state: int = 42
 ) -> Dataset:
     if n == 0 or frac == 0:
+        _df = ds.to_frame()
         return Dataset(
-            pd.DataFrame(columns=ds.to_pandas().columns),
+            pl.DataFrame(schema=_df.schema),
             ds.x_columns,
             ds.y_columns,
             ds.w_columns,
         )
 
-    df = ds.to_pandas().sample(n=n, frac=frac, random_state=random_state)
+    df = ds.to_frame().sample(n=n, fraction=frac, seed=random_state)
     return Dataset(df, ds.x_columns, ds.y_columns, ds.w_columns)
","pd.DataFrame(ds.to_pandas().columns) empty + .sample(frac=) → pl.DataFrame(schema=) + .sample(fraction=, seed=) migration","DataFrame, Core dataframe transforms","Core dataframe transforms, Types & schema","Core dataframe transformations; Types, schemas, and temporal operations",True,False,False,False,True,False,False,False,False,False,False,Replace DataFrame construction and sample with Polars schema-preserving empty construction and sample parameters.,True,valid,The explicitly typed empty fixtures are semantically equivalent and both results are observed.,none
dcff23d0_filter_concat_all,YuriNakayama__cate,https://github.com/YuriNakayama/cate,dcff23d0d7204eafd421ecacfe7e6218533dfb27,https://github.com/YuriNakayama/cate/commit/dcff23d0d7204eafd421ecacfe7e6218533dfb27,cate__dataset.py,"import pandas as pd

    flg = pd.concat(flgs, axis=1).all(axis=1)
    df = ds.to_pandas().loc[flg]","    flg = pl.all_horizontal(flgs)
    df = ds.to_frame().filter(flg)",,pd.concat(axis=1).all(axis=1) + .loc[flg] → pl.all_horizontal + .filter migration,"General functions, Index objects",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,pd.concat(axis=1).all(axis=1) 的横向布尔归约可直接映射为 pl.all_horizontal，但需确认 flgs 中所有布尔序列与目标 DataFrame 行数严格位置对应，因为 Polars 不执行 Index 对齐。,True,valid,Equivalent boolean masks are used and both standard and no-selected-row concatenations are compared.,none
e3227f4f_split_empty_df,YuriNakayama__cate,https://github.com/YuriNakayama/cate,e3227f4fa812adb6545baf204631c74e705234c6,https://github.com/YuriNakayama/cate/commit/e3227f4fa812adb6545baf204631c74e705234c6,cate__dataset.py,"import pandas as pd

def split(
    ds: Dataset,
    test_frac: float | None = None,
    test_n: float | None = None,
    random_state: int = 42,
) -> tuple[Dataset, Dataset]:
    if test_frac == 0 or test_n == 0:
        return ds, Dataset(
            pd.DataFrame(columns=ds.to_pandas().columns),
            ds.x_columns,
            ds.y_columns,
            ds.w_columns,
        )
    if test_frac == 1 or test_n == 1:
        return Dataset(
            pd.DataFrame(columns=ds.to_pandas().columns),
            ds.x_columns,
            ds.y_columns,
            ds.w_columns,
        ), ds

    test_size = test_frac if test_frac is not None else test_n
    train_df, test_df = train_test_split(
        ds.to_pandas(), test_size=test_size, random_state=random_state
    )
    return (
        Dataset(train_df, ds.x_columns, ds.y_columns, ds.w_columns),
        Dataset(test_df, ds.x_columns, ds.y_columns, ds.w_columns),
    )
","import polars as pl

def split(
    ds: Dataset,
    test_frac: float | None = None,
    test_n: float | None = None,
    random_state: int = 42,
) -> tuple[Dataset, Dataset]:
    if test_frac == 0 or test_n == 0:
        return ds, Dataset(
            pl.DataFrame(schema=ds.to_frame().schema),
            ds.x_columns,
            ds.y_columns,
            ds.w_columns,
        )
    if test_frac == 1 or test_n == len(ds):
        return Dataset(
            pl.DataFrame(schema=ds.to_frame().schema),
            ds.x_columns,
            ds.y_columns,
            ds.w_columns,
        ), ds

    test_size = test_frac if test_frac is not None else test_n
    train_df, test_df = train_test_split(
        ds.to_frame(), test_size=test_size, random_state=random_state
    )
    return (
        Dataset(train_df, ds.x_columns, ds.y_columns, ds.w_columns),
        Dataset(test_df, ds.x_columns, ds.y_columns, ds.w_columns),
    )
","--- e3227f4f_split_empty_df_before.py
+++ e3227f4f_split_empty_df_after.py
@@ -1,4 +1,4 @@
-import pandas as pd
+import polars as pl
 
 def split(
     ds: Dataset,
@@ -8,14 +8,14 @@
 ) -> tuple[Dataset, Dataset]:
     if test_frac == 0 or test_n == 0:
         return ds, Dataset(
-            pd.DataFrame(columns=ds.to_pandas().columns),
+            pl.DataFrame(schema=ds.to_frame().schema),
             ds.x_columns,
             ds.y_columns,
             ds.w_columns,
         )
-    if test_frac == 1 or test_n == 1:
+    if test_frac == 1 or test_n == len(ds):
         return Dataset(
-            pd.DataFrame(columns=ds.to_pandas().columns),
+            pl.DataFrame(schema=ds.to_frame().schema),
             ds.x_columns,
             ds.y_columns,
             ds.w_columns,
@@ -23,7 +23,7 @@
 
     test_size = test_frac if test_frac is not None else test_n
     train_df, test_df = train_test_split(
-        ds.to_pandas(), test_size=test_size, random_state=random_state
+        ds.to_frame(), test_size=test_size, random_state=random_state
     )
     return (
         Dataset(train_df, ds.x_columns, ds.y_columns, ds.w_columns),
",pd.DataFrame(columns=) empty frames → pl.DataFrame(schema=) migration (split function),DataFrame,"Types & schema, Core dataframe transforms","Core dataframe transformations; Types, schemas, and temporal operations",True,False,False,False,True,False,False,False,False,False,False,pd.DataFrame(columns=) 仅携带列名而类型默认为 object，迁移到 pl.DataFrame(schema=) 时 LLM 需从同源 DataFrame 提取完整 schema，不可仅替换列名列表，否则丢失类型信息导致下游 concat 或类型校验失败。,True,valid,"Partition sizes, metadata, and row preservation are checked across zero, one, fractional, and integer split branches.",none
ed3b46c0_base_pattern_iloc,YuriNakayama__cate,https://github.com/YuriNakayama/cate,ed3b46c08e0d274cae49860e6391b45d4d03a18b,https://github.com/YuriNakayama/cate/commit/ed3b46c08e0d274cae49860e6391b45d4d03a18b,process__model__base_pattern__scripts__train.py,"import pandas as pd

        train_X = ds.X.iloc[train_idx]
        train_y = ds.y.iloc[train_idx].to_numpy().reshape(-1)
        train_w = ds.w.iloc[train_idx].to_numpy().reshape(-1)
        valid_X = ds.X.iloc[valid_idx]
        valid_y = ds.y.iloc[valid_idx].to_numpy().reshape(-1)
        valid_w = ds.w.iloc[valid_idx].to_numpy().reshape(-1)","        train_X = ds.X[train_idx]
        train_y = ds.y[train_idx]
        train_w = ds.w[train_idx]
        valid_X = ds.X[valid_idx]
        valid_y = ds.y[valid_idx]
        valid_w = ds.w[valid_idx]",,ds.X.iloc[idx] + .to_numpy().reshape(-1) → ds.X[idx] direct indexing migration,"Index objects, DataFrame",ore dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,"iloc[idx] 到 df[idx] 的替换是可模板化的位置索引迁移，但 .to_numpy().reshape(-1) 的同步消除改变了 train_y/train_w 的输出类型，LLM 必须追踪下游消费者是否接受 Polars 对象，否则可能导致 ML 训练接口的类型不兼容。
iloc[idx] 到 df[idx] 的替换是可模板化的位置索引迁移，但 .to_numpy().reshape(-1) 的同步消除改变了 train_y/train_w 的输出类型，LLM 必须追踪下游消费者是否接受 Polars 对象，否则可能导致 ML 训练接口的类型不兼容。
iloc[idx] 到 df[idx] 的替换是可模板化的位置索引迁移，但 .to_numpy().reshape(-1) 的同步消除改变了 train_y/train_w 的输出类型，LLM 必须追踪下游消费者是否接受 Polars 对象，否则可能导致 ML 训练接口的类型不兼容。",True,valid,Tracing captures all six otherwise-local positional selections and compares standard and empty-index cases.,none
ed3b46c0_base_pattern_pred_concat,YuriNakayama__cate,https://github.com/YuriNakayama/cate,ed3b46c08e0d274cae49860e6391b45d4d03a18b,https://github.com/YuriNakayama/cate/commit/ed3b46c08e0d274cae49860e6391b45d4d03a18b,process__model__base_pattern__scripts__train.py,"import pandas as pd

        _pred_dfs.append(
            pd.DataFrame(
                {""index"": ds.y.index[valid_idx], ""pred"": pred.reshape(-1)}
            ).set_index(""index"")
        )
    pred_df = pd.concat(_pred_dfs, axis=0)
    base_df = pd.merge(ds.y.rename(...), ds.w.rename(...), left_index=True, right_index=True)
    output_df = pd.merge(base_df, pred_df, left_index=True, right_index=True)","        pred_dfs.append(pl.DataFrame({""pred"": pred, ""y"": valid_y, ""w"": valid_w}))
    pred_df = pl.concat(pred_dfs)",,pd.DataFrame + set_index + pd.merge + pd.concat → pl.DataFrame + pl.concat migration,"Index objects, General functions, DataFrame",Core dataframe transforms,Index and row semantics; Aggregation and combination,False,True,True,False,False,False,False,False,False,False,False,"两次 merge(left_index=True, right_index=True) 的 Index 对齐被整体替换为循环内的位置对齐构造，LLM 需识别这一架构级压缩，并验证 pred、valid_y、valid_w 在每次迭代中严格行对应，任何上游排序或过滤差异都将导致静默错配",True,valid_after_harness_audit,The empty-valid-index L3 ran only generated code and reported only whether it crashed.,"Reset shared prediction state, run both implementations with empty predictions and indices, and compare complete outputs."
ed3b46c0_classification_iloc,YuriNakayama__cate,https://github.com/YuriNakayama/cate,ed3b46c08e0d274cae49860e6391b45d4d03a18b,https://github.com/YuriNakayama/cate/commit/ed3b46c08e0d274cae49860e6391b45d4d03a18b,process__model__classification__scripts__train.py,"import pandas as pd

        train_X = ds.X.iloc[train_idx]
        train_y = ds.y.iloc[train_idx].to_numpy().reshape(-1)
        valid_X = ds.X.iloc[valid_idx]
        valid_w = ds.w.iloc[valid_idx].to_numpy().reshape(-1)
        valid_y = ds.y.iloc[valid_idx].to_numpy().reshape(-1)","        train_X = ds.X[train_idx]
        train_y = ds.y[train_idx]
        valid_X = ds.X[valid_idx]
        valid_w = ds.w[valid_idx]
        valid_y = ds.y[valid_idx]",,ds.X.iloc[idx] + .to_numpy().reshape(-1) → ds.X[idx] direct indexing migration (classification),"lIndex objects, DataFrame",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,与 ed3b46c0_base_pattern_iloc 为同一迁移模式的分类场景复现，LLM 可复用相同替换模板，但仍需验证下游分类器接口是否接受 Polars 对象作为 y/w 输入,True,valid,Tracing captures every selected train/validation local and compares standard and empty-index behaviour.,none
ed3b46c0_classification_pred_concat,YuriNakayama__cate,https://github.com/YuriNakayama/cate,ed3b46c08e0d274cae49860e6391b45d4d03a18b,https://github.com/YuriNakayama/cate/commit/ed3b46c08e0d274cae49860e6391b45d4d03a18b,process__model__classification__scripts__train.py,"import pandas as pd

        pred_df = pd.DataFrame(
            {""index"": ds.y.index[valid_idx], ""pred"": pred}
        ).set_index(""index"")
        base_dfs.append(
            pd.merge(
                pred_df,
                base_df,
                left_index=True,
                right_index=True,
            )
        )
    base_df = pd.concat(base_dfs)
    _metrics = {
        ""roc_auc"": roc_auc_score(base_df.y, base_df.pred),
        ""accuracy"": accuracy_score(base_df.y, base_df.pred > 0.5),
        ""precision"": precision_score(base_df.y, base_df.pred > 0.5),
        ""recall"": recall_score(base_df.y, base_df.pred > 0.5),
        ""f1"": f1_score(base_df.y, base_df.pred > 0.5),
    }
","import polars as pl

        base_dfs.append(pl.DataFrame({""pred"": pred, ""y"": valid_y, ""w"": valid_w}))
    base_df = pl.concat(base_dfs)
    _metrics = {
        ""roc_auc"": roc_auc_score(base_df[""y""], base_df[""pred""]),
        ""accuracy"": accuracy_score(base_df[""y""], base_df[""pred""] > 0.5),
        ""precision"": precision_score(base_df[""y""], base_df[""pred""] > 0.5),
        ""recall"": recall_score(base_df[""y""], base_df[""pred""] > 0.5),
        ""f1"": f1_score(base_df[""y""], base_df[""pred""] > 0.5),
    }
","--- ed3b46c0_classification_pred_concat_before.py	2026-07-04 16:45:13
+++ ed3b46c0_classification_pred_concat_after.py	2026-07-04 16:45:13
@@ -1,21 +1,11 @@
-import pandas as pd
+import polars as pl
 
-        pred_df = pd.DataFrame(
-            {""index"": ds.y.index[valid_idx], ""pred"": pred}
-        ).set_index(""index"")
-        base_dfs.append(
-            pd.merge(
-                pred_df,
-                base_df,
-                left_index=True,
-                right_index=True,
-            )
-        )
-    base_df = pd.concat(base_dfs)
+        base_dfs.append(pl.DataFrame({""pred"": pred, ""y"": valid_y, ""w"": valid_w}))
+    base_df = pl.concat(base_dfs)
     _metrics = {
-        ""roc_auc"": roc_auc_score(base_df.y, base_df.pred),
-        ""accuracy"": accuracy_score(base_df.y, base_df.pred > 0.5),
-        ""precision"": precision_score(base_df.y, base_df.pred > 0.5),
-        ""recall"": recall_score(base_df.y, base_df.pred > 0.5),
-        ""f1"": f1_score(base_df.y, base_df.pred > 0.5),
+        ""roc_auc"": roc_auc_score(base_df[""y""], base_df[""pred""]),
+        ""accuracy"": accuracy_score(base_df[""y""], base_df[""pred""] > 0.5),
+        ""precision"": precision_score(base_df[""y""], base_df[""pred""] > 0.5),
+        ""recall"": recall_score(base_df[""y""], base_df[""pred""] > 0.5),
+        ""f1"": f1_score(base_df[""y""], base_df[""pred""] > 0.5),
     }
",pd.DataFrame + pd.merge + pd.concat → pl.DataFrame + pl.concat + column indexing migration,"Index objects, General functions, DataFrame",Core dataframe transforms,Index and row semantics; Aggregation and combination,False,True,True,False,False,False,False,False,False,False,False,"与 ed3b46c0_base_pattern_pred_concat 为同一模式，LLM 可复用相同模板，额外需处理 base_df.col 属性式访问 → base_df[""col""] 的全局替换，并注意本 snippet 正确保留了 .to_numpy() 以维护下游接口的类型契约。",True,valid_after_harness_audit,The empty-valid-index block executed generated code alone; the later metric-input audit covered only the standard case.,Run both implementations with empty predictions and indices and compare the returned metrics dictionary.
f11c29ae_dataset_df_clone,YuriNakayama__cate,https://github.com/YuriNakayama/cate,f11c29aece42e2a62be6379ee2eeb7175bb7ad66,https://github.com/YuriNakayama/cate/commit/f11c29aece42e2a62be6379ee2eeb7175bb7ad66,cate__dataset.py,"import pandas as pd

class Dataset:
    def __init__(
        self,
        df: pd.DataFrame,
        x_columns: list[str],
        y_columns: list[str],
        w_columns: list[str],
    ) -> None:
        self.x_columns = x_columns
        self.y_columns = y_columns
        self.w_columns = w_columns
        self.__df = df.copy()
        self._validate(
            self.__df.columns.to_list(), self.x_columns, self.y_columns, self.w_columns
        )

    @property
    def X(self) -> pd.DataFrame:
        return self.__df.loc[:, self.x_columns].copy()

    @property
    def y(self) -> pd.DataFrame:
        return self.__df.loc[:, self.y_columns].copy()

    @property
    def w(self) -> pd.DataFrame:
        return self.__df.loc[:, self.w_columns].copy()

    def to_pandas(self) -> pd.DataFrame:
        return self.__df.copy()
","import polars as pl

class Dataset:
    def __init__(
        self,
        df: pl.DataFrame,
        x_columns: list[str],
        y_columns: list[str],
        w_columns: list[str],
    ) -> None:
        self.x_columns = x_columns
        self.y_columns = y_columns
        self.w_columns = w_columns
        self.__df = df.clone()
        self._validate(
            self.__df.columns, self.x_columns, self.y_columns, self.w_columns
        )

    @property
    def X(self) -> pl.DataFrame:
        return self.__df.select(self.x_columns).clone()

    @property
    def y(self) -> pl.DataFrame:
        return self.__df.select(self.y_columns).clone()

    @property
    def w(self) -> pl.DataFrame:
        return self.__df.select(self.w_columns).clone()

    def to_frame(self) -> pl.DataFrame:
        return self.__df.clone()
","--- f11c29ae_dataset_df_clone_before.py	2026-07-04 16:46:00
+++ f11c29ae_dataset_df_clone_after.py	2026-07-04 16:46:00
@@ -1,9 +1,9 @@
-import pandas as pd
+import polars as pl
 
 class Dataset:
     def __init__(
         self,
-        df: pd.DataFrame,
+        df: pl.DataFrame,
         x_columns: list[str],
         y_columns: list[str],
         w_columns: list[str],
@@ -11,22 +11,22 @@
         self.x_columns = x_columns
         self.y_columns = y_columns
         self.w_columns = w_columns
-        self.__df = df.copy()
+        self.__df = df.clone()
         self._validate(
-            self.__df.columns.to_list(), self.x_columns, self.y_columns, self.w_columns
+            self.__df.columns, self.x_columns, self.y_columns, self.w_columns
         )
 
     @property
-    def X(self) -> pd.DataFrame:
-        return self.__df.loc[:, self.x_columns].copy()
+    def X(self) -> pl.DataFrame:
+        return self.__df.select(self.x_columns).clone()
 
     @property
-    def y(self) -> pd.DataFrame:
-        return self.__df.loc[:, self.y_columns].copy()
+    def y(self) -> pl.DataFrame:
+        return self.__df.select(self.y_columns).clone()
 
     @property
-    def w(self) -> pd.DataFrame:
-        return self.__df.loc[:, self.w_columns].copy()
+    def w(self) -> pl.DataFrame:
+        return self.__df.select(self.w_columns).clone()
 
-    def to_pandas(self) -> pd.DataFrame:
-        return self.__df.copy()
+    def to_frame(self) -> pl.DataFrame:
+        return self.__df.clone()
",pd.DataFrame + df.copy() + .columns.to_list() → pl.DataFrame + df.clone() + .columns migration,"DataFrame, pandas typing aliases",Core dataframe transforms,Import and setup only,False,False,False,False,False,False,False,False,True,False,False,这是规则性极强的接口声明级替换，LLM 可高置信度模板化处理：pd.DataFrame → pl.DataFrame、.copy() → .clone()、.columns.to_list() → .columns，无需任何语义推理。,True,valid_after_harness_audit,A generated-only empty-frame smoke check duplicated the later paired comparison and could double-count an L3 failure.,Removed the redundant generated-only L3 block in all four conditions; retained paired comparisons of data X y and w.
f11c29ae_dataset_loc_select,YuriNakayama__cate,https://github.com/YuriNakayama/cate,f11c29aece42e2a62be6379ee2eeb7175bb7ad66,https://github.com/YuriNakayama/cate/commit/f11c29aece42e2a62be6379ee2eeb7175bb7ad66,cate__dataset.py,"import pandas as pd

    def X(self) -> pd.DataFrame:
        return self.__df.loc[:, self.x_columns].copy()
    def y(self) -> pd.DataFrame:
        return self.__df.loc[:, self.y_columns].copy()
    def w(self) -> pd.DataFrame:
        return self.__df.loc[:, self.w_columns].copy()","    def X(self) -> pl.DataFrame:
        return self.__df.select(self.x_columns).clone()
    def y(self) -> pl.DataFrame:
        return self.__df.select(self.y_columns).clone()
    def w(self) -> pl.DataFrame:
        return self.__df.select(self.w_columns).clone()",,"df.loc[:, columns].copy() → df.select(columns).clone() migration (X/y/w properties)","Index objects, DataFrame",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,"df.loc[:, columns] 到 df.select(columns) 是可高置信度模板化的列选取替换，LLM 同时需识别 .copy() → .clone() 的对称映射，并理解在 Polars 不可变设计下 .clone() 通常冗余但无害。",True,valid,The selected dataframe and all exposed dataset views are compared on standard and empty selections.,none
f11c29ae_dataset_save_load,YuriNakayama__cate,https://github.com/YuriNakayama/cate,f11c29aece42e2a62be6379ee2eeb7175bb7ad66,https://github.com/YuriNakayama/cate/commit/f11c29aece42e2a62be6379ee2eeb7175bb7ad66,cate__dataset.py,"import pandas as pd

    def save(self, path: Path) -> None:
        path.mkdir(exist_ok=True, parents=True)
        self.__df.to_csv(path / ""data.csv"", index=False)
        json.dump(
            {
                ""x_columns"": self.x_columns,
                ""y_columns"": self.y_columns,
                ""w_columns"": self.w_columns,
            },
            (path / ""meta.json"").open(""w""),
        )

    @classmethod
    def load(cls, path: Path) -> Dataset:
        data_path = path / ""data.csv""
        meta_path = path / ""meta.json""
        if (not data_path.exists()) or (not meta_path.exists()):
            raise FileNotFoundError()

        df = pd.read_csv(data_path)
        meta = json.load(meta_path.open(mode=""r""))
        return cls(df, **meta)
","import polars as pl

    def save(self, path: Path) -> None:
        if path.exists():
            rmtree(path)
        path.mkdir(exist_ok=True, parents=True)
        self.__df.write_parquet(path / ""data.parquet"")
        with shelve.open(path / ""meta.shelve"") as shelf:
            shelf[""x_columns""] = self.x_columns
            shelf[""y_columns""] = self.y_columns
            shelf[""w_columns""] = self.w_columns

    @classmethod
    def load(cls, path: Path) -> Dataset:
        data_path = path / ""data.parquet""
        meta_path = path / ""meta.json""
        if (not data_path.exists()) or (not meta_path.exists()):
            raise FileNotFoundError()

        df = pl.read_parquet(data_path)
        meta = shelve.open(path / ""meta.shelve"")
        return cls(df, **meta)
","--- f11c29ae_dataset_save_load_before.py	2026-07-04 16:46:00
+++ f11c29ae_dataset_save_load_after.py	2026-07-04 16:46:00
@@ -1,24 +1,22 @@
-import pandas as pd
+import polars as pl
 
     def save(self, path: Path) -> None:
+        if path.exists():
+            rmtree(path)
         path.mkdir(exist_ok=True, parents=True)
-        self.__df.to_csv(path / ""data.csv"", index=False)
-        json.dump(
-            {
-                ""x_columns"": self.x_columns,
-                ""y_columns"": self.y_columns,
-                ""w_columns"": self.w_columns,
-            },
-            (path / ""meta.json"").open(""w""),
-        )
+        self.__df.write_parquet(path / ""data.parquet"")
+        with shelve.open(path / ""meta.shelve"") as shelf:
+            shelf[""x_columns""] = self.x_columns
+            shelf[""y_columns""] = self.y_columns
+            shelf[""w_columns""] = self.w_columns
 
     @classmethod
     def load(cls, path: Path) -> Dataset:
-        data_path = path / ""data.csv""
+        data_path = path / ""data.parquet""
         meta_path = path / ""meta.json""
         if (not data_path.exists()) or (not meta_path.exists()):
             raise FileNotFoundError()
 
-        df = pd.read_csv(data_path)
-        meta = json.load(meta_path.open(mode=""r""))
+        df = pl.read_parquet(data_path)
+        meta = shelve.open(path / ""meta.shelve"")
         return cls(df, **meta)
",df.to_csv + json.dump / pd.read_csv + json.load → write_parquet + shelve / read_parquet + shelve migration,Input/output,Input/output,IO boundaries,False,False,False,True,False,False,False,False,False,False,False,这是纯 IO 格式迁移，LLM 可直接映射 to_csv/read_csv → write_parquet/read_parquet，但需标记 shelve 替换 json 是可移植性下降的工程选择，且加载端缺少 context manager 是需提示修复的资源泄露风险。,True,valid_after_harness_audit,The missing-file edge case used a fixed relative path that could be contaminated by another or prior run.,Changed L3 to use a guaranteed-missing child path inside a fresh TemporaryDirectory in all four conditions.
f11c29ae_dataset_to_pandas,YuriNakayama__cate,https://github.com/YuriNakayama/cate,f11c29aece42e2a62be6379ee2eeb7175bb7ad66,https://github.com/YuriNakayama/cate/commit/f11c29aece42e2a62be6379ee2eeb7175bb7ad66,cate__dataset.py,"import pandas as pd

    def to_pandas(self) -> pd.DataFrame:
        return self.__df.copy()","    def to_frame(self) -> pl.DataFrame:
        return self.__df.clone()",,to_pandas() + df.copy() → to_frame() + df.clone() migration,"DataFrame, pandas typing aliases",Core dataframe transforms,Import and setup only,False,False,False,False,False,False,False,False,True,False,False,这是可高置信度自动替换的接口声明级迁移，但 LLM 需在整个代码库范围内追踪所有 .to_pandas() 调用点并同步改为 .to_frame()，否则调用方会因方法名不存在而报错。,True,valid_after_harness_audit,A generated-only empty conversion smoke check preceded an equivalent paired oracle comparison.,Removed the redundant generated-only L3 block in all four conditions and retained the paired empty-result comparison.
99aff9e0_rename_columns_empty_df,biodatageeks__polars-bio,https://github.com/biodatageeks/polars-bio,99aff9e079cb61dc655298c193b6f96254bf9b21,https://github.com/biodatageeks/polars-bio/commit/99aff9e079cb61dc655298c193b6f96254bf9b21,polars_bio__range_op_io.py,        df = pl.from_pandas(pd.DataFrame(columns=df.columns)),"        # Convert to polars while preserving dtypes, then create empty DataFrame with correct schema
        polars_df = pl.from_pandas(df)
        df = pl.DataFrame(schema=polars_df.schema)",,pl.from_pandas(pd.DataFrame(columns=)) → pl.from_pandas + pl.DataFrame(schema=) migration,DataFrame,"Core dataframe transforms, Types & schema","Types, schemas, and temporal operations",False,False,False,False,True,False,False,False,False,False,False,Replace an empty pandas DataFrame used for column preservation with an empty Polars DataFrame built from the converted schema.,True,valid,"The pandas, Polars, LazyFrame, and unsupported-input branches each exercise the same source contract on both sides.",none
0ffdf231_noaa_ghcn_inventory,earthobservations__wetterdienst,https://github.com/earthobservations/wetterdienst,0ffdf231632af48cd11af90e41f0b1dd5430860f,https://github.com/earthobservations/wetterdienst/commit/0ffdf231632af48cd11af90e41f0b1dd5430860f,wetterdienst__provider__noaa__ghcn__api.py,"import pandas as pd

        inventory_df = pd.read_fwf(inventory_file, header=None, colspecs=""infer"", infer_nrows=np.inf)
        inventory_df = pl.from_pandas(inventory_df)
        inventory_df = inventory_df[:, [0, 4, 5]]","        inventory_df = pl.read_csv(inventory_file, has_header=False, truncate_ragged_lines=True)
        column_specs = ((0, 10), (36, 39), (41, 44))
        inventory_df = read_fwf_from_df(inventory_df, column_specs)",,pd.read_fwf + pl.from_pandas → pl.read_csv + read_fwf_from_df (inventory listing) migration,"Input/output, DataFrame","Input/output, UDF / apply / map",IO boundaries; UDF and custom-logic rewrites,False,False,False,True,False,True,False,False,False,False,False,polars 缺少原生 read_fwf 支持，LLM 必须识别出需要引入自定义 FWF 解析 helper，并将列位置索引替换为显式字节偏移量规格,True,valid,"Both implementations receive the same temporary fixed-width text file; L1, L2, and the single-row L3 execute the oracle and generated wrapper.",none
0ffdf231_noaa_ghcn_stations,earthobservations__wetterdienst,https://github.com/earthobservations/wetterdienst,0ffdf231632af48cd11af90e41f0b1dd5430860f,https://github.com/earthobservations/wetterdienst/commit/0ffdf231632af48cd11af90e41f0b1dd5430860f,wetterdienst__provider__noaa__ghcn__api.py,"import pandas as pd

        df = pd.read_fwf(
            listings_file,
            dtype=str,
            header=None,
            colspecs=""infer"",
            infer_nrows=np.inf,
        )
        df = pl.from_pandas(df)
        df = df[:, [0, 1, 2, 3, 4, 5, 8]]","        df = pl.read_csv(listings_file, has_header=False, truncate_ragged_lines=True)
        column_specs = ((0, 10), (12, 19), (21, 29), (31, 36), (38, 39), (41, 70), (80, 84))
        df = read_fwf_from_df(df, column_specs)",,pd.read_fwf + pl.from_pandas → pl.read_csv + read_fwf_from_df (stations listing) migration,Input/output,"Input/output, Core dataframe transforms",IO boundaries,False,False,False,True,False,False,False,False,False,False,False,Replace pandas fixed-width input with Polars CSV input followed by explicit fixed-width column extraction.,True,valid,Both implementations receive the same temporary station text file; L2 and L3 execute and compare both sides.,none
3c49cad1_bench_interp_cols,earthobservations__wetterdienst,https://github.com/earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,https://github.com/earthobservations/wetterdienst/commit/3c49cad1be46c9967e9e90b2446f0dcdc7adff10,benchmarks__interpolation.py,"import pandas as pd

    station_ids = request.df[""station_id""].values.tolist()
    latitudes = request.df[""latitude""].values.tolist()
    longitudes = request.df[""longitude""].values.tolist()","    station_ids = request.df.get_column(""station_id"")
    latitudes = request.df.get_column(""latitude"")
    longitudes = request.df.get_column(""longitude"")",,.values.tolist() → get_column() column access migration,"DataFrame"", ""Series",Core dataframe transforms,Core dataframe transformations; Other/manual,True,False,False,False,False,False,False,False,False,False,True,Needs context-aware handling because column extraction may also change the output object type.,True,valid_after_harness_audit,"L2 correctly checks all three extracted local lists, but the empty-request L3 executes only the generated wrapper.",Run the pandas oracle on an equivalent empty request and compare all extracted lists on both sides.
