pair_id,repo,sha,file_path,pair_stem,before_path,after_path,patch_path,test_label,match_status,file_status,macro_primary_old,macro_all_old,patch_lines_file_old
GenomicMedLab__cool-seq-tool__774f17e7f286b83924de6f76b21933ecfe4a787e__003,GenomicMedLab/cool-seq-tool,774f17e7f286b83924de6f76b21933ecfe4a787e,cool_seq_tool/sources/uta_database.py,cool_seq_tool__sources__uta_database.py,first_isolated_migrations_artifacts/GenomicMedLab__cool-seq-tool/774f17e7f286b83924de6f76b21933ecfe4a787e/cool_seq_tool__sources__uta_database.py.before.py,first_isolated_migrations_artifacts/GenomicMedLab__cool-seq-tool/774f17e7f286b83924de6f76b21933ecfe4a787e/cool_seq_tool__sources__uta_database.py.after.py,first_isolated_migrations_artifacts/GenomicMedLab__cool-seq-tool/774f17e7f286b83924de6f76b21933ecfe4a787e/cool_seq_tool__sources__uta_database.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
GenomicMedLab__cool-seq-tool__774f17e7f286b83924de6f76b21933ecfe4a787e__004,GenomicMedLab/cool-seq-tool,774f17e7f286b83924de6f76b21933ecfe4a787e,tests/mappers/test_mane_transcript.py,tests__mappers__test_mane_transcript.py,first_isolated_migrations_artifacts/GenomicMedLab__cool-seq-tool/774f17e7f286b83924de6f76b21933ecfe4a787e/tests__mappers__test_mane_transcript.py.before.py,first_isolated_migrations_artifacts/GenomicMedLab__cool-seq-tool/774f17e7f286b83924de6f76b21933ecfe4a787e/tests__mappers__test_mane_transcript.py.after.py,first_isolated_migrations_artifacts/GenomicMedLab__cool-seq-tool/774f17e7f286b83924de6f76b21933ecfe4a787e/tests__mappers__test_mane_transcript.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
IBM__Hestia-GOOD__66d0385f5e189e68f9d623511eb9a1720b931c2e__001,IBM/Hestia-GOOD,66d0385f5e189e68f9d623511eb9a1720b931c2e,hestia/similarity.py,hestia__similarity.py,first_isolated_migrations_artifacts/IBM__Hestia-GOOD/66d0385f5e189e68f9d623511eb9a1720b931c2e/hestia__similarity.py.before.py,first_isolated_migrations_artifacts/IBM__Hestia-GOOD/66d0385f5e189e68f9d623511eb9a1720b931c2e/hestia__similarity.py.after.py,first_isolated_migrations_artifacts/IBM__Hestia-GOOD/66d0385f5e189e68f9d623511eb9a1720b931c2e/hestia__similarity.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,
IBM__Hestia-GOOD__d61792da3b9bdc8abe5e76e1ac0d56ab6509522c__001,IBM/Hestia-GOOD,d61792da3b9bdc8abe5e76e1ac0d56ab6509522c,hestia/similarity.py,hestia__similarity.py,first_isolated_migrations_artifacts/IBM__Hestia-GOOD/d61792da3b9bdc8abe5e76e1ac0d56ab6509522c/hestia__similarity.py.before.py,first_isolated_migrations_artifacts/IBM__Hestia-GOOD/d61792da3b9bdc8abe5e76e1ac0d56ab6509522c/hestia__similarity.py.after.py,first_isolated_migrations_artifacts/IBM__Hestia-GOOD/d61792da3b9bdc8abe5e76e1ac0d56ab6509522c/hestia__similarity.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,
IsaacCheng9__quant-trading-strategy-backtester__15a378d050e45a38d4a3d3bb54dbeeb9814b4844__001,IsaacCheng9/quant-trading-strategy-backtester,15a378d050e45a38d4a3d3bb54dbeeb9814b4844,src/quant_trading_strategy_backtester/app.py,src__quant_trading_strategy_backtester__app.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__app.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__app.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__app.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__15a378d050e45a38d4a3d3bb54dbeeb9814b4844__002,IsaacCheng9/quant-trading-strategy-backtester,15a378d050e45a38d4a3d3bb54dbeeb9814b4844,src/quant_trading_strategy_backtester/optimiser.py,src__quant_trading_strategy_backtester__optimiser.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__optimiser.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__optimiser.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__optimiser.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__15a378d050e45a38d4a3d3bb54dbeeb9814b4844__003,IsaacCheng9/quant-trading-strategy-backtester,15a378d050e45a38d4a3d3bb54dbeeb9814b4844,src/quant_trading_strategy_backtester/strategy_templates.py,src__quant_trading_strategy_backtester__strategy_templates.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__strategy_templates.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__strategy_templates.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/15a378d050e45a38d4a3d3bb54dbeeb9814b4844/src__quant_trading_strategy_backtester__strategy_templates.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__334c4e6972cb99f2e8fad0176233aeac8fcb59f2__001,IsaacCheng9/quant-trading-strategy-backtester,334c4e6972cb99f2e8fad0176233aeac8fcb59f2,src/quant_trading_strategy_backtester/data.py,src__quant_trading_strategy_backtester__data.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/334c4e6972cb99f2e8fad0176233aeac8fcb59f2/src__quant_trading_strategy_backtester__data.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/334c4e6972cb99f2e8fad0176233aeac8fcb59f2/src__quant_trading_strategy_backtester__data.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/334c4e6972cb99f2e8fad0176233aeac8fcb59f2/src__quant_trading_strategy_backtester__data.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__4cef06ed345678a3820f6106a060324c147d164e__001,IsaacCheng9/quant-trading-strategy-backtester,4cef06ed345678a3820f6106a060324c147d164e,tests/test_backtester.py,tests__test_backtester.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/4cef06ed345678a3820f6106a060324c147d164e/tests__test_backtester.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/4cef06ed345678a3820f6106a060324c147d164e/tests__test_backtester.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/4cef06ed345678a3820f6106a060324c147d164e/tests__test_backtester.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__61501324aeafe0060827230410996b3f0db1f324__001,IsaacCheng9/quant-trading-strategy-backtester,61501324aeafe0060827230410996b3f0db1f324,tests/conftest.py,tests__conftest.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/61501324aeafe0060827230410996b3f0db1f324/tests__conftest.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/61501324aeafe0060827230410996b3f0db1f324/tests__conftest.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/61501324aeafe0060827230410996b3f0db1f324/tests__conftest.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__88fc738244f52cf1c41131f4f2f42aa5f2c8e1e8__001,IsaacCheng9/quant-trading-strategy-backtester,88fc738244f52cf1c41131f4f2f42aa5f2c8e1e8,tests/test_data.py,tests__test_data.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/88fc738244f52cf1c41131f4f2f42aa5f2c8e1e8/tests__test_data.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/88fc738244f52cf1c41131f4f2f42aa5f2c8e1e8/tests__test_data.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/88fc738244f52cf1c41131f4f2f42aa5f2c8e1e8/tests__test_data.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__92765db51afa9a4a4a94236e91ea202d5e1a726c__001,IsaacCheng9/quant-trading-strategy-backtester,92765db51afa9a4a4a94236e91ea202d5e1a726c,tests/test_strategy_templates.py,tests__test_strategy_templates.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/92765db51afa9a4a4a94236e91ea202d5e1a726c/tests__test_strategy_templates.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/92765db51afa9a4a4a94236e91ea202d5e1a726c/tests__test_strategy_templates.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/92765db51afa9a4a4a94236e91ea202d5e1a726c/tests__test_strategy_templates.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms;Types & schema,
IsaacCheng9__quant-trading-strategy-backtester__96018e701ff8763efc97d6f97bca50a1c88466ca__001,IsaacCheng9/quant-trading-strategy-backtester,96018e701ff8763efc97d6f97bca50a1c88466ca,src/quant_trading_strategy_backtester/visualisation.py,src__quant_trading_strategy_backtester__visualisation.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/96018e701ff8763efc97d6f97bca50a1c88466ca/src__quant_trading_strategy_backtester__visualisation.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/96018e701ff8763efc97d6f97bca50a1c88466ca/src__quant_trading_strategy_backtester__visualisation.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/96018e701ff8763efc97d6f97bca50a1c88466ca/src__quant_trading_strategy_backtester__visualisation.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__e75a38b6ca43d5835df56dbc2b3fa5f88b1795bc__001,IsaacCheng9/quant-trading-strategy-backtester,e75a38b6ca43d5835df56dbc2b3fa5f88b1795bc,src/quant_trading_strategy_backtester/backtester.py,src__quant_trading_strategy_backtester__backtester.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/e75a38b6ca43d5835df56dbc2b3fa5f88b1795bc/src__quant_trading_strategy_backtester__backtester.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/e75a38b6ca43d5835df56dbc2b3fa5f88b1795bc/src__quant_trading_strategy_backtester__backtester.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/e75a38b6ca43d5835df56dbc2b3fa5f88b1795bc/src__quant_trading_strategy_backtester__backtester.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
IsaacCheng9__quant-trading-strategy-backtester__e878845165cd8a23f4875d339900b0e34a4bff02__001,IsaacCheng9/quant-trading-strategy-backtester,e878845165cd8a23f4875d339900b0e34a4bff02,tests/test_optimiser.py,tests__test_optimiser.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/e878845165cd8a23f4875d339900b0e34a4bff02/tests__test_optimiser.py.before.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/e878845165cd8a23f4875d339900b0e34a4bff02/tests__test_optimiser.py.after.py,first_isolated_migrations_artifacts/IsaacCheng9__quant-trading-strategy-backtester/e878845165cd8a23f4875d339900b0e34a4bff02/tests__test_optimiser.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
JustinKurland__pytimetk__191d9ed73e46898b0b7aed9cbe7fb6bd31f79d4a__001,JustinKurland/pytimetk,191d9ed73e46898b0b7aed9cbe7fb6bd31f79d4a,src/pytimetk/utils/datetime_helpers.py,src__pytimetk__utils__datetime_helpers.py,first_isolated_migrations_artifacts/JustinKurland__pytimetk/191d9ed73e46898b0b7aed9cbe7fb6bd31f79d4a/src__pytimetk__utils__datetime_helpers.py.before.py,first_isolated_migrations_artifacts/JustinKurland__pytimetk/191d9ed73e46898b0b7aed9cbe7fb6bd31f79d4a/src__pytimetk__utils__datetime_helpers.py.after.py,first_isolated_migrations_artifacts/JustinKurland__pytimetk/191d9ed73e46898b0b7aed9cbe7fb6bd31f79d4a/src__pytimetk__utils__datetime_helpers.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms;Types & schema;Index & pandas-specific semantics,
SebastianDall__binnary__001df3165fb4daf155e4ca7354a39f580420edbb__001,SebastianDall/binnary,001df3165fb4daf155e4ca7354a39f580420edbb,src/scoring.py,src__scoring.py,first_isolated_migrations_artifacts/SebastianDall__binnary/001df3165fb4daf155e4ca7354a39f580420edbb/src__scoring.py.before.py,first_isolated_migrations_artifacts/SebastianDall__binnary/001df3165fb4daf155e4ca7354a39f580420edbb/src__scoring.py.after.py,first_isolated_migrations_artifacts/SebastianDall__binnary/001df3165fb4daf155e4ca7354a39f580420edbb/src__scoring.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms;Types & schema,
durandtibo__flamme__1eaabe79fac81358048c8b0526f77608c9c839d3__001,durandtibo/flamme,1eaabe79fac81358048c8b0526f77608c9c839d3,tests/unit/utils/test_path.py,tests__unit__utils__test_path.py,first_isolated_migrations_artifacts/durandtibo__flamme/1eaabe79fac81358048c8b0526f77608c9c839d3/tests__unit__utils__test_path.py.before.py,first_isolated_migrations_artifacts/durandtibo__flamme/1eaabe79fac81358048c8b0526f77608c9c839d3/tests__unit__utils__test_path.py.after.py,first_isolated_migrations_artifacts/durandtibo__flamme/1eaabe79fac81358048c8b0526f77608c9c839d3/tests__unit__utils__test_path.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
earthobservations__wetterdienst__0ffdf231632af48cd11af90e41f0b1dd5430860f__001,earthobservations/wetterdienst,0ffdf231632af48cd11af90e41f0b1dd5430860f,wetterdienst/provider/dwd/dmo/api.py,wetterdienst__provider__dwd__dmo__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__dwd__dmo__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__dwd__dmo__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__dwd__dmo__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__0ffdf231632af48cd11af90e41f0b1dd5430860f__002,earthobservations/wetterdienst,0ffdf231632af48cd11af90e41f0b1dd5430860f,wetterdienst/provider/dwd/mosmix/api.py,wetterdienst__provider__dwd__mosmix__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__dwd__mosmix__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__dwd__mosmix__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__dwd__mosmix__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__0ffdf231632af48cd11af90e41f0b1dd5430860f__003,earthobservations/wetterdienst,0ffdf231632af48cd11af90e41f0b1dd5430860f,wetterdienst/provider/noaa/ghcn/api.py,wetterdienst__provider__noaa__ghcn__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__noaa__ghcn__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__noaa__ghcn__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/0ffdf231632af48cd11af90e41f0b1dd5430860f/wetterdienst__provider__noaa__ghcn__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Core dataframe transforms,
earthobservations__wetterdienst__177ffc5a517061bee2d9123c14ad39b31012ac07__001,earthobservations/wetterdienst,177ffc5a517061bee2d9123c14ad39b31012ac07,wetterdienst/provider/imgw/hydrology/api.py,wetterdienst__provider__imgw__hydrology__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/177ffc5a517061bee2d9123c14ad39b31012ac07/wetterdienst__provider__imgw__hydrology__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/177ffc5a517061bee2d9123c14ad39b31012ac07/wetterdienst__provider__imgw__hydrology__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/177ffc5a517061bee2d9123c14ad39b31012ac07/wetterdienst__provider__imgw__hydrology__api.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms;Types & schema,
