path,size_bytes,sha256,role
baseline/prompts/rendered/29097c0c_train_merge_concat.txt,1755,e9f6edc6c7a4e8b49d5592e1b6074dc934c753af9b601354e0f5e961dc327e57,prompt
baseline/prompts/rendered/325e7c2b_dates_pol_interval.txt,2353,f5dcb6bd572f03dc1f40d05303bdb04f773823fe1cbfeaa6357315d3f4a8ae37,prompt
baseline/prompts/rendered/3c49cad1_bench_interp_cols.txt,1356,610f7219bc78c53573612b2e609daee9cd3ebe2aeb27e03f0d7c60987b45e93c,prompt
baseline/prompts/rendered/3c49cad1_bench_interp_filter.txt,1335,3afdc8bdce19ca7c15a3d90f20a6f57ff4facee5a4c40b9a5068e03d7465fcc6,prompt
baseline/prompts/rendered/3c49cad1_bench_interp_time_regular.txt,1338,e5626042e8b9208631aed4954552251d60f1b1fa8c56254fb51d522a1bf89d9f,prompt
baseline/prompts/rendered/3c49cad1_bench_interp_time_rmse.txt,1421,2ba13f83f3d033fe68ca465d3e99d4d98d5c9841b47456b75d06d647bcd21723,prompt
baseline/prompts/rendered/3c49cad1_bench_precip_pct.txt,1267,b9eeabcb8c896d68bf10ae8ab09839e044d7632dda09c29cef2cf006e59db540,prompt
baseline/prompts/rendered/3c49cad1_bench_precip_regular.txt,1536,3d49eb1e3961cb6aadf181be942ef1ef9cc07978d2bcdfc250c4f3975f043284,prompt
baseline/prompts/rendered/3c49cad1_geosphere_all.txt,1350,8b565e046f034c4873de21474c4bcb095b8fa3a02cf886d989e00752a230f2bd,prompt
baseline/prompts/rendered/3c49cad1_geosphere_collect.txt,1705,8a707c342516110cbace991a3172f7018a24f612ed3f4081d6304ce0047aec7c,prompt
baseline/prompts/rendered/3c49cad1_mosmix_access_dataframe.txt,1270,4fc64094dfa2cf0aa34fd5162de1e395af7be53f14f21ee769d86b591251c946,prompt
baseline/prompts/rendered/3c49cad1_mosmix_access_datetime.txt,1300,40f8de30069e9515b52b2e9cf7ffac466ac6a6e1298bf8f26c74c864217a7b46,prompt
baseline/prompts/rendered/3c49cad1_radar_index_radolan.txt,1372,897a3bb34b7572578dd61a1361527bd60668ebdb7394e8c6b958d90c2f541fad,prompt
baseline/prompts/rendered/3c49cad1_radar_index_sweeps.txt,1332,787619c853756e4fd1d6eae984619776598e33f51559116e4e3333b6f24c167f,prompt
baseline/prompts/rendered/3c49cad1_radar_sites_cols.txt,1716,d4936fc1476562fef87576d8a3135536d0e9d88455d512719011ec66bf06ae19,prompt
baseline/prompts/rendered/3c49cad1_radar_sites_dicts.txt,1357,f561b7979e1fba19d06e6c5ba8b49e386b6ff9e75bce79d86d0385a0de789a21,prompt
baseline/prompts/rendered/3c49cad1_timeseries_extract.txt,1279,23f5113483216b2369985203679419c5064dc09e7394800fe76fc7441c24007f,prompt
baseline/prompts/rendered/3c49cad1_timeseries_gain.txt,1553,3aa2342e5d9c578a556c64fd605408e5e27dfeaf01258dd4f52e4612267818ce,prompt
baseline/prompts/rendered/4bb33aa8_trx_stats_isin.txt,1254,ef41343439059f684de80b830b25ea30440c9cdb2c79268513e8b06dcd5956f9,prompt
baseline/prompts/rendered/6f1c2684_datasets_read_csv.txt,1360,bf40a2817eaf1e57203bf02ba2592267e34f10da435c26f4b9ff5a662ddbd89b,prompt
baseline/prompts/rendered/73a39d90_experiment_df_construct.txt,1218,86c40d4df07a956c0721089f9a0b3b7cc7a4b4d29e944098b2cb832703734fc0,prompt
baseline/prompts/rendered/73a39d90_metrics_bootstrap_filter.txt,1309,c51f1b530381d632aaa0f62e1e630000e03821a7dc1cfe62a659d641c81ae21e,prompt
baseline/prompts/rendered/73a39d90_metrics_groupby_agg.txt,1641,e2c672de4e7bf0f33191bf0d25b0ebd83a6c26093f508ab4cf32c8a098d03a5c,prompt
baseline/prompts/rendered/73a39d90_metrics_groupby_partition.txt,1876,7ebce1354a393d1b163e28773a46ed1dcb044ff4acf9b8112596589a91e38414,prompt
baseline/prompts/rendered/73a39d90_run_concat_write.txt,1331,3361d72083976247d385c6eecd1e7c66f39dea1ea0f8e0fc600046be14caef51,prompt
baseline/prompts/rendered/73a39d90_run_dataframe_write.txt,1291,c21817da97fa07b9ee2c63e7d17469878453314fc72fa52023da90b37d372f81,prompt
baseline/prompts/rendered/774f17e7_mane_mappings_filter_symbol.txt,1484,ee8cb8226d6389529f4423b45c5eccc5c3fdf56cf97a692a09189291145ed6a2,prompt
baseline/prompts/rendered/774f17e7_mane_mappings_genomic_filter.txt,1500,4cc4a713d041329881510b09e42f12003b532bc0c9e0ee91edc490c8ae92d654,prompt
baseline/prompts/rendered/774f17e7_mane_mappings_isin.txt,1626,76cc3647ab793dd94486a00723f54767eebdeb4b8bb64a4123c72e08d0c1872b,prompt
baseline/prompts/rendered/774f17e7_mane_mappings_load.txt,1249,da7c22dfaa1e34e4e10242df19603f9be4792d7c5954afecde51da5c5875b581,prompt
baseline/prompts/rendered/774f17e7_mane_transcript_filter_row.txt,1469,13c235154811754c3700566f9885d656ffcd2018b5477200c67cb3d2eab07d2c,prompt
baseline/prompts/rendered/774f17e7_mane_transcript_parse_ac.txt,1528,b6e69df2ff42832b4fd22e4e62c01f7d9908c8e8d6ef4b6bc6fa3d8a84fff4da,prompt
baseline/prompts/rendered/774f17e7_uta_database_construct.txt,1316,63bc137e0c7eb3edcb923ee30e5dede538c17cd25a6c8a8e0020fe008b035faf,prompt
baseline/prompts/rendered/7e55b00b_sample_empty_df.txt,1639,39ae8eccb52655c7f946af03285ec3203692f9900977831cc3ebde818aead871,prompt
baseline/prompts/rendered/8017f91b_embedder_frame.txt,1330,024f6922c0aa87616a22d6e3356e9941d90f9f8f69e89636616f4075c2f3ce13,prompt
baseline/prompts/rendered/8017f91b_eval_hybrid_concat_sort.txt,1453,70c1053c1092ead23b92c74b336387cc6836dbd36aa70452e8bf2bdd1f94051c,prompt
baseline/prompts/rendered/8017f91b_eval_hybrid_load.txt,1347,3355dfd726a3d4d3167bf2b75721550c996a046da8672221f45326a9e783c998,prompt
baseline/prompts/rendered/8017f91b_hybrid_score_concat.txt,1286,40e133c3926b3f70db8d65dd8fb7a7ff5a4f121e7923f7e3c7eeaa972ddc1850,prompt
baseline/prompts/rendered/8017f91b_hybrid_score_frame.txt,1873,4d00d9609e67d2b7cce328106054212ef4d0b8982d8365d9bb9cf07aa4864e75,prompt
baseline/prompts/rendered/8017f91b_input_loc_col.txt,1274,d68a519c44b3af08717bbf75f9ee5a2533b6a6401def2758b019e5657dcb5ee2,prompt
baseline/prompts/rendered/8017f91b_input_loc_index_item.txt,1351,f8aa504f2ffd2eb7d2f9b5cd60de67bc6764485df0d4796e63d37635682c9aeb,prompt
baseline/prompts/rendered/8017f91b_io_parquet.txt,1474,a5b1e2858fbaa613299fce106aaac251aaedf6a5e5b7e53d88ed1c2e0602557f,prompt
baseline/prompts/rendered/8017f91b_model_data_lang_loc_filter.txt,1362,9c8767c7c44d4d722f574802ac382ffcfd57784d8278d4fd1e5cf54da839d00f,prompt
baseline/prompts/rendered/8017f91b_model_data_loc_filter.txt,1353,2311ef5800c3caf4108cc86f23baf819d288ab9d78a2b3e1375953bd6f9f5e96,prompt
baseline/prompts/rendered/8017f91b_pairwise_cosine_loc.txt,1325,3e813eedbe73abb73f9ebbb8054451da902abf3b0e93086ee114c76c91ec60bb,prompt
baseline/prompts/rendered/8017f91b_pairwise_loc_filter.txt,1319,a248e023f3fefd152008205372d68d41dd6aa6ad09a76ccf1168cf71644fe621,prompt
baseline/prompts/rendered/8017f91b_precompute_cross_join.txt,1588,c0f10cda4804c20e588856120c872b59ae6d40b5e3cd9adb430435fbd33944fa,prompt
baseline/prompts/rendered/8017f91b_precompute_id_cross_frame.txt,1311,cfb78d0c2aace9182e8ffbcfc5a61141ed596a4d541dbda5cc354ea9d9d3e033,prompt
baseline/prompts/rendered/83c12695_collect_filter.txt,1354,2a175f9028a6a52ea596412e145caee5e998be853b209ca5b9fa39472249898e,prompt
baseline/prompts/rendered/83c12695_collect_pivot.txt,1874,9d7ba3fdda0f4efbcb26914807643fe53a3587b232dc0b132d6e9cec0b9d9229,prompt
baseline/prompts/rendered/8bb7bc3a_expose_isin.txt,1250,5492eda08e877c52d39d30eba6a082306000432474331a7d7491ecdb29396c46,prompt
baseline/prompts/rendered/8c71f3c7_attr_getter_unseen_frame.txt,1349,08d218d1ef0d6a449374f4582fff3cb1886f74214ef5374c120e70ba84be3e2c,prompt
baseline/prompts/rendered/8c71f3c7_attr_getter_unseen_iter.txt,1282,94adb64e24b4567e1979f09f81f4342cb2512760fbde220667a4a312504005a9,prompt
baseline/prompts/rendered/8c71f3c7_citation_models_fillna.txt,1273,a7c98f93b5f5355b0e00655697d184bbbca38a8c5be2b0184de040ebd3697ff7,prompt
baseline/prompts/rendered/8c71f3c7_citation_models_rank.txt,1461,a9c89740f52fb63f84bcc663a7f9fa54a387f47df32603853bce4591666601d2,prompt
baseline/prompts/rendered/8c71f3c7_document_info_tolist.txt,1305,419a4eff9e64114388f191ed9d05077de5facd0c05ed8b66350554099d59eb6c,prompt
baseline/prompts/rendered/8c71f3c7_embedder_frame.txt,1330,024f6922c0aa87616a22d6e3356e9941d90f9f8f69e89636616f4075c2f3ce13,prompt
baseline/prompts/rendered/8c71f3c7_hybrid_score_concat.txt,1286,40e133c3926b3f70db8d65dd8fb7a7ff5a4f121e7923f7e3c7eeaa972ddc1850,prompt
baseline/prompts/rendered/8c71f3c7_hybrid_scorer_citation_index.txt,1355,a557fb5c9ee645071390e32708db75dc069f8ffc34ecc435abce1f573b1ff4aa,prompt
baseline/prompts/rendered/8c71f3c7_hybrid_scorer_language_index.txt,1355,e9b5e9c50a4a6053363b742f925f8a1bc3bed20ecd95691a642c8d7451a9e7ff,prompt
baseline/prompts/rendered/8c71f3c7_input_converter_index.txt,1351,f8aa504f2ffd2eb7d2f9b5cd60de67bc6764485df0d4796e63d37635682c9aeb,prompt
baseline/prompts/rendered/8c71f3c7_input_converter_loc.txt,1274,d68a519c44b3af08717bbf75f9ee5a2533b6a6401def2758b019e5657dcb5ee2,prompt
baseline/prompts/rendered/8c71f3c7_model_choice_load.txt,1242,c34537b33ce9375b1425124b83e51675289249ea9b1348c94c54b8c0d77fafae,prompt
baseline/prompts/rendered/8c71f3c7_pairwise_loc_colname.txt,1319,a248e023f3fefd152008205372d68d41dd6aa6ad09a76ccf1168cf71644fe621,prompt
baseline/prompts/rendered/8c71f3c7_pairwise_loc_item.txt,1325,3e813eedbe73abb73f9ebbb8054451da902abf3b0e93086ee114c76c91ec60bb,prompt
baseline/prompts/rendered/8c71f3c7_precompute_df_construct.txt,1253,23d8ba34122d35e0ab746e58e8719d7be2ac0293c2f8035087553db350225c21,prompt
baseline/prompts/rendered/8c71f3c7_s4_combine_load_concat_write.txt,1350,a3ea9a2a48c74a8d6c1d52db7f84bde9011191f04028c230fb51c3b2d77b49d3,prompt
baseline/prompts/rendered/8c71f3c7_s8_combine_load_concat_write.txt,1368,745ce82f183cb4aa2ea37f879fb15f342c1c5da3459bebcf751229ef98d54925,prompt
baseline/prompts/rendered/92e35040_query_appraised.txt,1792,cf0569209335a1c245e2ae3586c1ba334e752e8dd9f846d8b8d9b4177031c919,prompt
baseline/prompts/rendered/92e35040_query_binned_unbinned.txt,1784,a1079d60a857ec4e8a0d0e51cbe2db0cbf463f114345aa4a65b4576510213809,prompt
baseline/prompts/rendered/92e35040_query_write_csv.txt,1445,31ddb03174fb73d3661fe6a9a0cead0f46111511e21b0719746b53fc4697c6f5,prompt
baseline/prompts/rendered/99aff9e0_rename_columns_empty_df.txt,1226,6a9bd20e14e32a3c11c5a9bc96cfce79a1359aef9a423cb38ced52062578aed0,prompt
baseline/prompts/rendered/a39f4527_expose_trx_join_filter.txt,1405,da694f0abfac19d4fe52db56da6b07aba7fdd568bdfd4425bda6f5a32c5ecd3c,prompt
baseline/prompts/rendered/a39f4527_expose_trx_left_join_fill.txt,1532,03bb2f19f6a13e0e0ff4a1fcb15606bb2a9aaf5ea64cb2f0482d280ae1359e33,prompt
baseline/prompts/rendered/a39f4527_expose_trx_pivot.txt,1717,5c41e92021555c23271870f1828d7bcaec35069b8ba3721228445ee5ebcba1d8,prompt
baseline/prompts/rendered/a39f4527_expose_trx_unique.txt,2320,2e4223cd1bae899cf580a1ac8784502c2e2ef88b49a871922ede7d1922cd2cbf,prompt
baseline/prompts/rendered/a52cebfe_common_get_observations.txt,1748,62b2241b46822670cb7da9311a028d031dec00121f624c0d15986b06d6087234,prompt
baseline/prompts/rendered/a52cebfe_common_summary_filter.txt,1409,2393e92a51490120f85db4f6814356f02bc22e74ded9e1c0ee99a885f86acb10,prompt
baseline/prompts/rendered/a52cebfe_es_update_pivot_join.txt,1502,a3d68c1f77aab00312451bbcd1ee4d809564e589bf9f4b8907538482d9bd4e64,prompt
baseline/prompts/rendered/a52cebfe_es_update_scaling_factors.txt,1419,f5bf5f8689f98b31a2d458fcc747e719660b6bd68c26421e9b3749fe9aaeabc7,prompt
baseline/prompts/rendered/a52cebfe_measured_data_pivot_join.txt,1445,98c46b8ec67fb009f7cfc51a4401a084dd149668eab9b580928e3609c05fe104,prompt
baseline/prompts/rendered/a52cebfe_rft_concat_write.txt,1432,1b7d691024e7a2de6eec19846910fa3cc48bc6ff5b159990f324eb53a84b1da5,prompt
baseline/prompts/rendered/a52cebfe_rft_obs_join.txt,1857,cac8646649990de5d61dfa1a2c1320b1f38676d4e89f7b9e39809c58412ec474,prompt
baseline/prompts/rendered/a841955a_summarise_select.txt,1284,1ecb03fd5aef7a4009f6a638720b54207bf04c7f9f5f4753668a31cff2e570d9,prompt
baseline/prompts/rendered/a841955a_summarise_unmapped.txt,1463,a12f2ec52839269c84d0e9497a81c7a98f9e65ebda525bc9456caa5297b6ba52,prompt
baseline/prompts/rendered/acryo_loader_corr_max_with_columns_migration.txt,1368,9058b2e0dcf147fc60d5b73c1cb1715b030c30513f232c455b131f9f95903934,prompt
baseline/prompts/rendered/acryo_loader_get_features_migration.txt,1636,484fe91fa26d6a70513243945b049cde55edf0db9fa4f2f88ed06bb4d158d514,prompt
baseline/prompts/rendered/acryo_loader_scores_with_columns_migration.txt,1304,8b4b03f87a88c97db2c9409c49d44ef24e13bb2f2a4f59917813d2e5bcfdaf59,prompt
baseline/prompts/rendered/acryo_loader_update_features_migration.txt,1339,0a90a47111bb8a485ca920398acf9540597c471e16c096b54f2765fc02b1fc98,prompt
baseline/prompts/rendered/acryo_molecules_concat_migration.txt,1825,0ca744e329d0ae7d985102de0f9cda067f2bbff8ad36ae1ded54b9273ac029d9,prompt
baseline/prompts/rendered/acryo_molecules_from_csv_migration.txt,1723,b218a22c3035fc3ad2223aec7783460a3ee18b9785e42ada51b4bd80de22e031,prompt
baseline/prompts/rendered/acryo_molecules_rotation_copy_migration.txt,1276,75dceb29edd1738bf58f3d6362c47fa33077864d120847b51583a55c36076146,prompt
baseline/prompts/rendered/acryo_molecules_subset_migration.txt,1311,ee7c264efd6982c7c4644a378794da43b4ca39b2da667140bfd2eb41983956be,prompt
baseline/prompts/rendered/acryo_molecules_to_csv_migration.txt,1388,2e32c271e2138a618e86bb7df5aa3f3a76d91de61676e958b2dda48f90409e7c,prompt
baseline/prompts/rendered/acryo_molecules_to_dataframe_migration.txt,1461,17ae48428de57d73de003d1ced78f37a64db5358b88a761bccd660d0157f4efa,prompt
baseline/prompts/rendered/acryo_molecules_translation_copy_migration.txt,1283,9bf526bfab6b12e38eee36b196e7b5170f2c5cc7fa9bb1ff55c9bc5a2b898edf,prompt
baseline/prompts/rendered/adjacency_create_matrix_loop.txt,1574,bdbf8a23f9b38058d3bf24fd42f1f72607bdef6d669f81b7a34860d76525c65c,prompt
baseline/prompts/rendered/adjacency_read_file_to_polars.txt,1303,43dfdb9a95cac195b1916e08960e0ed630ad259f2cb208ca69851f8b64a243cc,prompt
baseline/prompts/rendered/azure_ocr_concat_lazy.txt,1237,cc1a6c47cb9472e3426ecf999ea79406222602beb40d899a98ba0bb5a2d232a1,prompt
baseline/prompts/rendered/azure_ocr_from_dicts.txt,1242,09312fc9b1809e3b2d59987de67cfead78126fff2984a6c643985053eb130909,prompt
baseline/prompts/rendered/b36214f9_preprocess_attrs_registry.txt,2379,8f07f004d8e17d7f1799fcc6cbfb35bc3d6aef3a70d710a179eaaf18ade566a3,prompt
baseline/prompts/rendered/b36214f9_preprocess_columns_tolist.txt,1537,254eb78edd1689a35423b002499baef63dd52e236352323a6cfd13b7432a9bbf,prompt
baseline/prompts/rendered/b36214f9_preprocess_shape_rename.txt,1581,40f7f05c62e16c03f6be37a2f0db3be6b186c2f8e0aec0013d942e20ee0c0482,prompt
baseline/prompts/rendered/b36214f9_session_dropna_unique.txt,1247,5e7ceac1686e98c3bc67876b880f5f6a94cd89a6624f07be3cc5c494d247088a,prompt
baseline/prompts/rendered/b36214f9_session_read_csv.txt,1502,15f2d7ce1050b1d8f4bba993c0a2f4f9c1d15b749d7f9d3e90ebd3de9f61033f,prompt
baseline/prompts/rendered/bbe5d7e5_create_data_frame.txt,1473,7e86e4528a28d00df178832d46df63044a3d5b2773aa8fa103e9d93e1619f8a2,prompt
baseline/prompts/rendered/bbe5d7e5_datasets_read_csv.txt,1415,00d47ed17478121fbd88050dc3fe7bf58c30ffe8afdad971c670997e66c63d2b,prompt
baseline/prompts/rendered/cb25a1c5_wsv_pegel.txt,1260,b1874aa83b7b090080d7b65dff0499bc560b6d21b09714f35d8829ffdc8d8862,prompt
baseline/prompts/rendered/d90ed416_ibis_filter.txt,1419,77eda3004ca0681d5e45a420ca8b6e64a09599362e59e8dc8f349a7b3b72dc82,prompt
baseline/prompts/rendered/d90ed416_ibis_isin.txt,1374,337d954228e6e5c765845cd83f6e39b64b4eaa4de27688e0860967a1b1058b58,prompt
baseline/prompts/rendered/d90ed416_ibis_join.txt,1610,ad280aebb7586ecdc349bbce659476d7c5a1c3cf4dec8371e8045c61c5875a40,prompt
baseline/prompts/rendered/db5fc12b_expose_date_str.txt,1277,3df6a06422b96f77f11e24e219d1f1808573d2eccd4533a8edf367b27273d3e4,prompt
baseline/prompts/rendered/db5fc12b_expose_rename.txt,1758,f17633f2bbbc888c66fa63339760de11b576d20a534e58e87e066684e4146caa,prompt
baseline/prompts/rendered/dcff23d0_filter_concat_all.txt,1264,3063b4ecb7236d0ab1a334b0e0384615f7826fdb6b6a6680fc77da98024f8740,prompt
baseline/prompts/rendered/e3227f4f_split_empty_df.txt,2104,e382ff1289b8b9986524c5e47f1893ec633ffe9eddbf6f571d5b278cab384e51,prompt
baseline/prompts/rendered/e8fa7691_design_matrix_model.txt,1557,40921c61e73111a78cffdf199a3b02c11e03f43807e252bed006e02510ba4740,prompt
baseline/prompts/rendered/ed3b46c0_base_pattern_iloc.txt,1511,f2e30a5c41eace6660d867e2b6093c3a8382fbcbe60cb539f79db7fdb9afce17,prompt
baseline/prompts/rendered/ed3b46c0_base_pattern_pred_concat.txt,1570,422c4ba5b0469796640a0ac4b7c55b4570cf23e42f8627dcb8813ac668046f14,prompt
baseline/prompts/rendered/ed3b46c0_classification_iloc.txt,1449,1d40033a617a1babe5df72626fbd4d5358e7dc7cc99f8cc5892e518b8887da72,prompt
baseline/prompts/rendered/ed3b46c0_classification_pred_concat.txt,1864,0a410369849271904a0cfac4195c68ddb197fcaeb6e005489c58820c83eb809c,prompt
baseline/prompts/rendered/efc0581f_azure_concat_lazy.txt,1237,cc1a6c47cb9472e3426ecf999ea79406222602beb40d899a98ba0bb5a2d232a1,prompt
baseline/prompts/rendered/efc0581f_azure_from_dicts.txt,1242,09312fc9b1809e3b2d59987de67cfead78126fff2984a6c643985053eb130909,prompt
baseline/prompts/rendered/efc0581f_data_assign_bbox.txt,1696,45081bf3a127d668875561ceb3faf9b3e8037f24b76d7e93fa1baa150bf7b5ce,prompt
baseline/prompts/rendered/efc0581f_data_filter_page.txt,1257,863aaa8de5679d729cc7e627be7b1d5d23095c6a61481df92411c76725b321d1,prompt
baseline/prompts/rendered/efc0581f_data_groupby_agg_text.txt,1661,e02b55aa09b9decd95990402b074a233f43059ea1e9c440c3252ed06b0852d47,prompt
baseline/prompts/rendered/efc0581f_data_merge_cross.txt,2763,b345248e406478aafcfaa16991b61ffe737558001cd092416953c22fd127f0b3,prompt
baseline/prompts/rendered/efc0581f_dedup_nested_cross_join.txt,1437,249ab514c4e4b247276d3719f2b31e21c1162ab932b5a38e8fa6b8337d7a6f46,prompt
baseline/prompts/rendered/efc0581f_dedup_redundant_filter.txt,1354,4e9d8c035cc95311a542dfabeeaa44c0ee2e7f1dc199f770a37bbc233784db83,prompt
baseline/prompts/rendered/efc0581f_dedup_vertical_sort_cumcount.txt,1374,6d056f04fe8264ba784e6832e71521bebbc864a04d7f38fda8807fd42adf882f,prompt
baseline/prompts/rendered/efc0581f_ident_explode_cells.txt,1845,27851920a6f40a19b16b36d794ce7edd9f539613c7d0a3b4e84eb43c19a08893,prompt
baseline/prompts/rendered/efc0581f_ident_from_dicts_cross.txt,5057,2cf5f747b9c0c84d5c3901ba9c08e49e8f36b86067e6f1804f93fae4c319c4c3,prompt
baseline/prompts/rendered/efc0581f_ident_with_columns_conditions.txt,2113,32076818c0837446830e5cd5c6ac7d393a2b16eefa353a876f9e8cc9962932e7,prompt
baseline/prompts/rendered/efc0581f_lines_filter_words.txt,1333,1dda9c8266532730e166d64bbfc4f5dd029810e4fbe7d8693cb4c86b74f62ddb,prompt
baseline/prompts/rendered/efc0581f_lines_from_dicts_lazy.txt,1574,128ff81abc5ce19a4e01848aa56f2fc2e088f3287d6640bf4f216b44caef42f9,prompt
baseline/prompts/rendered/efc0581f_lines_groupby_filter.txt,1445,6bb92c40bde36065884e4af2c60e0ad379401a1b7f3cdd0937a7178abd26df68,prompt
baseline/prompts/rendered/efc0581f_pdf_concat_lazy.txt,1228,1e36e9bc1e315456db2581c7440237beddf83aed718d305da832c068e15d2b7a,prompt
baseline/prompts/rendered/efc0581f_pdf_from_dicts.txt,1244,20ab28431e073a3c811ab86cf8e5d29cc4af3a19be0a8ada2846bef8237496e7,prompt
baseline/prompts/rendered/efc0581f_tesseract_concat_lazy.txt,1237,cc1a6c47cb9472e3426ecf999ea79406222602beb40d899a98ba0bb5a2d232a1,prompt
baseline/prompts/rendered/efc0581f_tesseract_from_dicts.txt,1242,70571ce43cdcf8d6340a750091edc3d85a247f5a420939d5bf4850b8daa244af,prompt
baseline/prompts/rendered/efc0581f_tesseract_nan_none.txt,1233,c10f7c6f488f6a4071b0608f87b760791f2b99987303c3a2cca933caef93f7c7,prompt
baseline/prompts/rendered/efc0581f_textract_concat_lazy.txt,1237,cc1a6c47cb9472e3426ecf999ea79406222602beb40d899a98ba0bb5a2d232a1,prompt
baseline/prompts/rendered/efc0581f_textract_from_dicts.txt,1231,6c8604911378d875030586338ffe400dfe419a4d53c763b0bdb7ccb86c750557,prompt
baseline/prompts/rendered/efc0581f_vision_concat_lazy.txt,1237,cc1a6c47cb9472e3426ecf999ea79406222602beb40d899a98ba0bb5a2d232a1,prompt
baseline/prompts/rendered/efc0581f_vision_from_dicts.txt,1231,6c8604911378d875030586338ffe400dfe419a4d53c763b0bdb7ccb86c750557,prompt
baseline/prompts/rendered/f11c29ae_dataset_df_clone.txt,2004,cd3f6fe35f5297b42684d6b56e5a57e40cf57c2af9deac3ad2e40e1c88c3628c,prompt
baseline/prompts/rendered/f11c29ae_dataset_loc_select.txt,1449,6b91a47fc382bf1fad40329b8c38f32113f25158591d2cb1747befa2fa7708bb,prompt
baseline/prompts/rendered/f11c29ae_dataset_save_load.txt,1927,40107e7e5d5c7d7f315ae14337f3d4f0f22002eaed80549463d352e0dc594587,prompt
baseline/prompts/rendered/f11c29ae_dataset_to_pandas.txt,1258,2791b33bf96d55f9cea00ff9ab861fd1853ce611898b0c63a460b0e1139249cd,prompt
baseline/prompts/rendered/img2table_aws_textract_concat_lazy_migration.txt,1229,f58dff648c05ca4c587a6d342ab2260aeee16600dd113f2f5e541693b151e9bd,prompt
