batch,snippet_id,func_name,l1_raw,l2_raw,l3_raw,notebook_match,generated_code_match,function_match,output_match,fixture_match,result_alignment,oracle_valid,primary_layer,primary_category,cascade,evaluation_induced,evidence,review_status
6,efc0581f_vision_concat_lazy,vision_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,efc0581f_vision_from_dicts,vision_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_aws_textract_concat_lazy_migration,img2table_aws_textract_concat_lazy_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_aws_textract_list_dfs_migration,img2table_aws_textract_list_dfs_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_azure_concat_lazy_migration,img2table_azure_concat_lazy_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_azure_list_dfs_migration,img2table_azure_list_dfs_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_adjacent_redundant_migration,img2table_cells_adjacent_redundant_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard behavior and typed-empty edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
6,img2table_cells_clone_rename_migration,img2table_cells_clone_rename_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_contained_migration,img2table_cells_contained_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_cross_join_filter_migration,img2table_cells_cross_join_filter_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_intersection_area_migration,img2table_cells_intersection_area_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_overlap_diff_migration,img2table_cells_overlap_diff_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard behavior and typed-empty edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
6,img2table_cells_redundant_removal_migration,img2table_cells_redundant_removal_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 checks printed with L2 markers,yes,none,none,none,result-labeling issue,Standard behavior and both typed-empty and redundant-row edge comparisons pass; edge results use L2 markers.,migration passed; L3 markers need correction
6,img2table_cells_vertical_deduplication_migration,img2table_cells_vertical_deduplication_migration,pass,fail,unknown,yes,yes,yes,yes,yes,raw L2 contaminated and L3 printed with L2 marker,yes,none,none,none,result-extraction and labeling issue,Target cell shows standard equivalence and duplicate-row edge comparison passing.,migration passed; raw summary and L3 marker need correction
6,img2table_cells_width_height_area_migration,img2table_cells_width_height_area_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard behavior and typed-empty edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
