batch,snippet_id,func_name,l1_raw,l2_raw,l3_raw,notebook_match,generated_code_match,function_match,output_match,fixture_match,result_alignment,oracle_valid,primary_layer,primary_category,cascade,evaluation_induced,evidence,review_status
5,efc0581f_data_groupby_agg_text,data_groupby_agg_text,fail,fail,pass,yes,yes,yes,yes,yes,raw L3 taken from sibling output,yes,L1,invalid target API usage,L2 and L3 cascade,result-extraction issue,Target cell fails at every layer because Python aggregation function objects are inserted where Polars expects string data; the oracle succeeds.,genuine migration failure; raw L3 needs correction
5,efc0581f_data_merge_cross,data_merge_cross,fail,fail,fail,yes,yes,yes,yes,yes,aligned to target cell,no,evaluation,evaluation-induced oracle error,not attributable,oracle mismatch,The pandas oracle is replaced by an unfixable-syntax stub and raises NotImplementedError; generated execution also errors but equivalence cannot be validly assessed.,excluded evaluation-induced case
5,efc0581f_dedup_nested_cross_join,dedup_nested_cross_join,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_dedup_redundant_filter,dedup_redundant_filter,pass,pass,unknown,yes,yes,yes,yes,yes,L3 checks printed with L2 markers,yes,none,none,none,result-labeling issue,Both target-specific edge comparisons pass but are emitted with L2 markers.,migration passed; L3 markers need correction
5,efc0581f_dedup_vertical_sort_cumcount,dedup_vertical_sort_cumcount,pass,fail,unknown,yes,yes,yes,yes,yes,raw summary contaminated and L3 mislabeled,yes,none,none,none,result-extraction and labeling issue,Target cell shows standard equivalence and both edge comparisons passing; its edge messages use L2 markers.,migration passed; raw summary and L3 markers need correction
5,efc0581f_ident_explode_cells,ident_explode_cells,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,invalid target API or dtype usage,L2 and L3 cascade,no,Generated list operations are applied to Null and Int64 delimiter columns and raise InvalidOperationError while the oracle handles these inputs.,genuine migration failure
5,efc0581f_ident_from_dicts_cross,ident_from_dicts_cross,pass,fail,unknown,yes,yes,yes,yes,yes,raw L2 contaminated; L3 marker available in target cell,yes,L3,empty-input handling,none,result-extraction issue,Standard behavior matches; the generated returned function raises ComputeError for empty inputs while the oracle returns an empty frame.,genuine edge-case failure; raw summary needs correction
5,efc0581f_ident_with_columns_conditions,ident_with_columns_conditions,pass,fail,pass,yes,yes,yes,yes,yes,raw L1 and L3 taken from sibling output,yes,L1,invalid target API usage,L2 and L3 cascade,result-extraction issue,Target cell fails at all layers because generated code uses pandas-style Series assignment on a Polars DataFrame; the oracle succeeds.,genuine migration failure; raw summary needs correction
5,efc0581f_lines_filter_words,lines_filter_words,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_lines_from_dicts_lazy,lines_from_dicts_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_lines_groupby_filter,lines_groupby_filter,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_pdf_concat_lazy,pdf_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_pdf_from_dicts,pdf_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_tesseract_concat_lazy,tesseract_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_tesseract_from_dicts,tesseract_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_tesseract_nan_none,tesseract_nan_none,fail,fail,fail,yes,yes,yes,yes,yes,raw summary entirely contaminated by sibling output,yes,none,none,none,result-extraction issue,Target cell shows generated smoke behavior standard mutation equivalence and edge execution all passing.,validated pass; raw summary needs correction
5,efc0581f_textract_concat_lazy,textract_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_textract_from_dicts,textract_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
