batch,snippet_id,func_name,l1_raw,l2_raw,l3_raw,notebook_match,generated_code_match,function_match,output_match,fixture_match,result_alignment,oracle_valid,primary_layer,primary_category,cascade,evaluation_induced,evidence,review_status
8,ultralytics_benchmarks_dataframe,ultralytics_benchmarks_dataframe,pass,pass,unknown,yes,yes,yes,yes,yes,L3 checks printed with L2 markers,yes,none,none,none,result-labeling issue,Standard behavior and both empty-row and null-metric edge comparisons pass; edge results use L2 markers.,migration passed; L3 markers need correction
8,ultralytics_benchmarks_metrics,ultralytics_benchmarks_metrics,pass,pass,pass,yes,yes,yes,yes,yes,partially mislabeled L3 outputs,yes,none,none,none,result-labeling issue,Standard behavior and verbose null and empty-row edge cases pass; several edge results use L2 markers but at least one valid L3 marker is present.,validated pass; some L3 markers need correction
8,ultralytics_trainer_read_csv,ultralytics_trainer_read_csv,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and empty-CSV check pass.",validated pass
8,ultralytics_wb_custom_table,ultralytics_wb_custom_table,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,invalid target API usage,L2 and L3 cascade,no,Generated code retains pandas DataFrame.copy on a Polars DataFrame and raises AttributeError while the oracle succeeds.,genuine migration failure
8,visivo_sqlalchemy_read_sql,visivo_sqlalchemy_read_sql,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,incomplete runnable code,L2 and L3 cascade,no,Generated implementation references local query before assignment on every tested path; the oracle succeeds.,genuine migration failure
8,vnc_cmatrix_loc_filter_item,vnc_cmatrix_loc_filter_item,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific body-ID standard and edge lookups pass.",validated pass
8,vnc_cmatrix_lookup_init,vnc_cmatrix_lookup_init,pass,pass,pass,yes,yes,yes,yes,yes,partially mislabeled L3 output,yes,none,none,none,result-labeling issue,Standard lookup state and valid and invalid lookup edge cases pass; one edge result uses an L2 marker.,validated pass; one L3 marker needs correction
8,vnc_cmatrix_reindex,vnc_cmatrix_reindex,pass,pass,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L3,index or row-semantics mismatch,none,no,Standard lookup state matches but the valid reindex edge path produces different row_index values; the shape-mismatch edge path matches.,genuine edge-case failure
8,vnc_cmatrix_sort_tolist,vnc_cmatrix_sort_tolist,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Standard column-path behavior and both target edge cases pass.",validated pass
8,vnc_cmatrix_uid_to_index,vnc_cmatrix_uid_to_index,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Standard buffer behavior and null-filtering edge case pass.",validated pass
